course_id,skill_id,score,matched_by
udemy1_638,esco_207,0.5909,embedding
udemy1_11181,esco_260,0.5909,embedding
udemy1_18616,esco_178,0.5909,embedding
udemy2_2828698,esco_1455,0.5909,embedding
udemy2_1940382,esco_1003,0.5909,embedding
udemy1_6926,esco_730,0.5909,embedding
udemy2_3312054,esco_914,0.5909,embedding
udemy1_13149,esco_1722,0.5909,embedding
udemy1_27936,esco_752,0.5909,embedding
udemy1_10910,esco_1260,0.5909,embedding
udemy1_39741,esco_665,0.5909,embedding
udemy1_32401,esco_1221,0.5909,embedding
udemy2_2758496,esco_1210,0.5909,embedding
udemy2_2561952,esco_941,0.5909,embedding
udemy2_2848686,esco_1664,0.5909,embedding
udemy1_10842,esco_665,0.5909,embedding
udemy1_30846,esco_1765,0.5909,embedding
udemy2_2567210,esco_1786,0.5909,embedding
udemy1_25803,esco_1568,0.5909,embedding
udemy2_2649922,esco_20,0.5909,embedding
udemy1_8155,esco_491,0.5909,embedding
udemy1_33477,esco_952,0.5909,embedding
udemy1_4827,esco_224,0.5909,embedding
udemy1_7567,esco_295,0.5909,embedding
udemy2_3403322,esco_1304,0.5909,embedding
udemy1_11430,esco_1082,0.5909,embedding
udemy1_1035,esco_491,0.5909,embedding
udemy1_34218,esco_1136,0.5909,embedding
udemy1_27767,esco_1149,0.5909,embedding
udemy1_39631,esco_9,0.5909,embedding
udemy1_41316,esco_589,0.5908,embedding
udemy1_33350,esco_1605,0.5908,embedding
udemy1_31371,esco_277,0.5908,embedding
udemy1_27365,esco_1023,0.5908,embedding
udemy2_422702,esco_1304,0.5908,embedding
udemy2_2691698,esco_237,0.5908,embedding
udemy2_1675372,esco_900,0.5908,embedding
udemy1_26671,esco_1837,0.5908,embedding
udemy1_17558,esco_1583,0.5908,embedding
udemy2_2578386,esco_847,0.5908,embedding
udemy1_6033,esco_1248,0.5908,embedding
udemy1_20332,esco_595,0.5908,embedding
udemy1_31885,esco_1837,0.5908,embedding
udemy1_17436,esco_1738,0.5908,embedding
udemy1_39092,esco_1845,0.5908,embedding
udemy1_31251,esco_449,0.5908,embedding
udemy1_67,esco_233,0.5908,embedding
udemy1_23711,esco_219,0.5908,embedding
udemy1_37666,esco_9,0.5908,embedding
udemy1_12363,esco_1579,0.5908,embedding
udemy2_149910,esco_172,0.5908,embedding
udemy1_25604,esco_1402,0.5908,embedding
udemy2_2596322,esco_362,0.5908,embedding
udemy1_13419,esco_137,0.5908,embedding
udemy1_930,esco_922,0.5908,embedding
udemy2_2001698,esco_861,0.5908,embedding
udemy2_1793672,esco_913,0.5908,embedding
udemy1_41253,esco_1211,0.5908,embedding
udemy2_1378770,esco_1264,0.5908,embedding
udemy1_25304,esco_1949,0.5908,embedding
coursera_524,esco_921,0.5908,embedding
udemy1_34198,esco_677,0.5908,embedding
udemy1_33867,esco_525,0.5908,embedding
udemy1_13630,esco_1768,0.5908,embedding
udemy1_36947,esco_378,0.5908,embedding
udemy2_3371014,esco_775,0.5908,embedding
udemy2_1520628,esco_1065,0.5908,embedding
udemy1_1528,esco_1834,0.5908,embedding
udemy1_27193,esco_273,0.5908,embedding
udemy1_6819,esco_1605,0.5908,embedding
udemy1_30452,esco_742,0.5908,embedding
udemy2_2830358,esco_1194,0.5908,embedding
udemy2_1537158,esco_21,0.5908,embedding
udemy1_27553,esco_484,0.5908,embedding
udemy2_1872032,esco_1032,0.5908,embedding
udemy1_23820,esco_595,0.5908,embedding
udemy1_7888,esco_362,0.5908,embedding
udemy1_36261,esco_158,0.5908,embedding
udemy1_29486,esco_1391,0.5908,embedding
udemy1_15664,esco_1717,0.5908,embedding
udemy1_21252,esco_1955,0.5908,embedding
udemy2_1510530,esco_256,0.5908,embedding
udemy1_33645,esco_454,0.5908,embedding
udemy1_20760,esco_456,0.5908,embedding
udemy1_39751,esco_11,0.5908,embedding
udemy2_2374198,esco_1386,0.5908,embedding
udemy1_19791,esco_792,0.5908,embedding
udemy1_43485,esco_934,0.5908,embedding
udemy1_27151,esco_1023,0.5908,embedding
udemy1_8150,esco_1605,0.5908,embedding
udemy1_6590,esco_730,0.5908,embedding
udemy1_32691,esco_1765,0.5908,embedding
udemy1_10506,esco_1515,0.5908,embedding
udemy1_30524,esco_277,0.5908,embedding
udemy2_2420912,esco_1210,0.5908,embedding
udemy1_19298,esco_589,0.5908,embedding
udemy2_1675738,esco_1929,0.5908,embedding
udemy1_24749,esco_1958,0.5908,embedding
udemy1_43073,esco_766,0.5908,embedding
udemy1_31025,esco_1949,0.5908,embedding
udemy1_34735,esco_994,0.5908,embedding
udemy1_43325,esco_1696,0.5908,embedding
udemy1_30676,esco_111,0.5908,embedding
edx_89,esco_1521,0.5908,embedding
udemy2_1316850,esco_19,0.5908,embedding
udemy1_24293,esco_595,0.5908,embedding
udemy1_10134,esco_1594,0.5908,embedding
udemy1_12201,esco_175,0.5908,embedding
udemy1_3175,esco_1615,0.5908,embedding
udemy1_36765,esco_946,0.5908,embedding
udemy1_7788,esco_362,0.5908,embedding
udemy1_42955,esco_965,0.5908,embedding
udemy1_28911,esco_1736,0.5908,embedding
udemy1_43125,esco_813,0.5908,embedding
udemy2_964342,esco_193,0.5908,embedding
edx_108,esco_224,0.5908,embedding
udemy2_2080804,esco_605,0.5908,embedding
udemy1_18484,esco_1282,0.5908,embedding
udemy2_3340756,esco_1843,0.5908,embedding
udemy1_33495,esco_1213,0.5908,embedding
udemy1_8820,esco_1517,0.5908,embedding
udemy2_3363904,esco_783,0.5908,embedding
udemy1_644,esco_453,0.5908,embedding
udemy1_644,esco_366,0.5908,embedding
udemy2_3077982,esco_910,0.5908,embedding
udemy1_13381,esco_1340,0.5908,embedding
udemy1_3652,esco_207,0.5908,embedding
udemy1_27530,esco_525,0.5908,embedding
udemy1_33333,esco_1962,0.5908,embedding
udemy1_8199,esco_1922,0.5908,embedding
udemy1_39764,esco_241,0.5908,embedding
udemy1_4689,esco_1463,0.5908,embedding
udemy1_39367,esco_792,0.5908,embedding
udemy1_1042,esco_224,0.5908,embedding
udemy1_39349,esco_1712,0.5908,embedding
udemy1_37289,esco_1922,0.5908,embedding
udemy2_1548958,esco_295,0.5908,embedding
udemy2_96870,esco_516,0.5908,embedding
udemy1_42629,esco_623,0.5908,embedding
udemy2_1843360,esco_61,0.5908,embedding
udemy1_41154,esco_1181,0.5908,embedding
udemy2_1520766,esco_109,0.5908,embedding
udemy1_32963,esco_1837,0.5908,embedding
udemy1_19570,esco_1608,0.5908,embedding
udemy1_31615,esco_381,0.5908,embedding
udemy2_2438504,esco_1003,0.5908,embedding
udemy1_41243,esco_792,0.5908,embedding
udemy2_3045752,esco_1598,0.5908,embedding
udemy2_3355948,esco_510,0.5908,embedding
udemy1_27117,esco_1023,0.5908,embedding
udemy1_1409,esco_362,0.5908,embedding
udemy1_3577,esco_21,0.5908,embedding
udemy1_18371,esco_945,0.5908,embedding
udemy1_39657,esco_141,0.5908,embedding
udemy2_2559782,esco_1164,0.5908,embedding
udemy2_2774374,esco_1003,0.5908,embedding
udemy1_6031,esco_1371,0.5908,embedding
udemy2_3018866,esco_1065,0.5908,embedding
udemy1_38967,esco_1082,0.5908,embedding
udemy1_34161,esco_606,0.5908,embedding
udemy1_33971,esco_193,0.5908,embedding
udemy1_10836,esco_938,0.5908,embedding
udemy1_3492,esco_362,0.5908,embedding
udemy2_2514070,esco_1455,0.5908,embedding
udemy2_2635130,esco_1386,0.5908,embedding
udemy1_18560,esco_1093,0.5908,embedding
udemy1_7586,esco_191,0.5908,embedding
udemy1_9205,esco_847,0.5908,embedding
udemy1_39516,esco_1385,0.5908,embedding
udemy1_24664,esco_952,0.5908,embedding
udemy1_7059,esco_491,0.5908,embedding
udemy1_35564,esco_1696,0.5908,embedding
udemy2_857010,esco_295,0.5908,embedding
udemy2_1187240,esco_908,0.5907,embedding
udemy2_1892896,esco_914,0.5907,embedding
udemy1_32931,esco_1496,0.5907,embedding
udemy1_16790,esco_1082,0.5907,embedding
udemy2_771454,esco_1003,0.5907,embedding
udemy1_6416,esco_847,0.5907,embedding
udemy2_973304,esco_792,0.5907,embedding
udemy1_12050,esco_593,0.5907,embedding
udemy1_33404,esco_1887,0.5907,embedding
udemy1_39162,esco_11,0.5907,embedding
udemy1_15228,esco_957,0.5907,embedding
udemy1_26763,esco_677,0.5907,embedding
udemy1_4287,esco_1303,0.5907,embedding
udemy2_2436972,esco_561,0.5907,embedding
udemy2_2436972,esco_66,0.5907,embedding
udemy1_12667,esco_1082,0.5907,embedding
udemy2_3051044,esco_1813,0.5907,embedding
udemy1_34940,esco_209,0.5907,embedding
udemy2_387152,esco_516,0.5907,embedding
udemy1_41864,esco_546,0.5907,embedding
udemy1_41865,esco_1029,0.5907,embedding
udemy1_15116,esco_1082,0.5907,embedding
udemy1_3342,esco_111,0.5907,embedding
udemy2_1885370,esco_914,0.5907,embedding
udemy2_1896718,esco_21,0.5907,embedding
udemy1_37290,esco_623,0.5907,embedding
udemy1_27295,esco_738,0.5907,embedding
udemy1_22003,esco_1229,0.5907,embedding
udemy1_13395,esco_593,0.5907,embedding
udemy2_1893496,esco_730,0.5907,embedding
udemy2_3013712,esco_126,0.5907,embedding
udemy1_9399,esco_757,0.5907,embedding
udemy1_34581,esco_1023,0.5907,embedding
udemy1_11948,esco_21,0.5907,embedding
udemy2_2659034,esco_362,0.5907,embedding
udemy2_1513014,esco_1311,0.5907,embedding
udemy1_3772,esco_1646,0.5907,embedding
udemy1_44437,esco_1756,0.5907,embedding
udemy1_41117,esco_813,0.5907,embedding
udemy1_40022,esco_1217,0.5907,embedding
udemy1_10435,esco_1913,0.5907,embedding
udemy1_21751,esco_589,0.5907,embedding
udemy1_12517,esco_1723,0.5907,embedding
udemy1_27129,esco_606,0.5907,embedding
udemy1_41355,esco_11,0.5907,embedding
udemy1_22462,esco_1036,0.5907,embedding
udemy2_2919178,esco_1394,0.5907,embedding
udemy1_38231,esco_11,0.5907,embedding
udemy2_2974928,esco_109,0.5907,embedding
udemy1_14099,esco_1340,0.5907,embedding
udemy2_529922,esco_1406,0.5907,embedding
udemy1_5487,esco_1515,0.5907,embedding
udemy2_1248312,esco_527,0.5907,embedding
udemy1_25792,esco_1949,0.5907,embedding
udemy1_14155,esco_175,0.5907,embedding
udemy2_2991302,esco_1478,0.5907,embedding
udemy1_13739,esco_1827,0.5907,embedding
udemy2_897730,esco_19,0.5907,embedding
udemy1_31589,esco_332,0.5907,embedding
udemy2_1084874,esco_489,0.5907,embedding
udemy1_38683,esco_331,0.5907,embedding
udemy1_5176,esco_956,0.5907,embedding
udemy1_15331,esco_1969,0.5907,embedding
udemy2_3328734,esco_941,0.5907,embedding
udemy2_3206639,esco_1791,0.5907,embedding
udemy2_3204330,esco_1709,0.5907,embedding
udemy1_28103,esco_952,0.5907,embedding
udemy1_31994,esco_1887,0.5907,embedding
udemy1_14889,esco_1340,0.5907,embedding
coursera_422,esco_516,0.5907,embedding
udemy2_3174120,esco_1362,0.5907,embedding
udemy2_622228,esco_460,0.5907,embedding
udemy2_2964466,esco_396,0.5907,embedding
udemy1_925,esco_978,0.5907,embedding
udemy2_1428850,esco_1261,0.5907,embedding
udemy1_43404,esco_1846,0.5907,embedding
udemy1_44004,esco_1463,0.5907,embedding
udemy1_41123,esco_196,0.5907,embedding
udemy1_31831,esco_1023,0.5907,embedding
udemy1_19576,esco_595,0.5907,embedding
udemy1_8152,esco_207,0.5907,embedding
udemy1_30193,esco_1149,0.5907,embedding
udemy2_1866410,esco_527,0.5907,embedding
udemy2_1215536,esco_1880,0.5907,embedding
udemy1_30017,esco_480,0.5907,embedding
udemy1_23165,esco_1229,0.5907,embedding
udemy1_37173,esco_8,0.5907,embedding
udemy1_15380,esco_1892,0.5907,embedding
udemy1_26632,esco_1765,0.5907,embedding
udemy1_8953,esco_1517,0.5907,embedding
udemy2_1336254,esco_1922,0.5907,embedding
udemy2_1780698,esco_1583,0.5907,embedding
udemy1_42575,esco_196,0.5907,embedding
udemy1_43179,esco_792,0.5907,embedding
udemy1_5053,esco_1843,0.5907,embedding
udemy1_12983,esco_9,0.5907,embedding
udemy1_10865,esco_9,0.5907,embedding
udemy1_1585,esco_1860,0.5907,embedding
udemy1_10884,esco_1592,0.5907,embedding
udemy1_24741,esco_1331,0.5907,embedding
udemy1_4415,esco_538,0.5907,embedding
udemy1_8472,esco_538,0.5907,embedding
udemy1_36869,esco_1608,0.5907,embedding
udemy1_29629,esco_1313,0.5907,embedding
udemy1_38845,esco_175,0.5907,embedding
udemy1_11185,esco_665,0.5907,embedding
udemy1_34224,esco_1023,0.5907,embedding
udemy1_10448,esco_938,0.5907,embedding
udemy1_13040,esco_9,0.5907,embedding
udemy2_2809111,esco_1088,0.5907,embedding
udemy1_40761,esco_1789,0.5907,embedding
udemy1_40381,esco_303,0.5907,embedding
udemy1_35596,esco_1776,0.5907,embedding
udemy1_31882,esco_606,0.5907,embedding
udemy1_8677,esco_1659,0.5907,embedding
udemy1_20624,esco_1756,0.5907,embedding
udemy1_8424,esco_1605,0.5907,embedding
udemy2_2287615,esco_129,0.5907,embedding
udemy2_3276416,esco_1406,0.5907,embedding
udemy2_534248,esco_21,0.5907,embedding
udemy1_22704,esco_120,0.5907,embedding
udemy2_2114816,esco_996,0.5907,embedding
udemy1_25909,esco_952,0.5907,embedding
udemy1_6193,esco_1582,0.5907,embedding
udemy1_11209,esco_1282,0.5907,embedding
udemy1_9413,esco_295,0.5907,embedding
udemy1_17573,esco_1717,0.5907,embedding
udemy2_1534966,esco_1291,0.5907,embedding
udemy1_32380,esco_193,0.5907,embedding
udemy1_30572,esco_1375,0.5907,embedding
udemy1_28628,esco_1779,0.5907,embedding
udemy1_43141,esco_10,0.5907,embedding
udemy1_42175,esco_750,0.5907,embedding
udemy1_9657,esco_1248,0.5907,embedding
udemy1_29395,esco_952,0.5907,embedding
udemy1_35585,esco_1226,0.5907,embedding
udemy1_10332,esco_1827,0.5907,embedding
udemy1_5715,esco_460,0.5907,embedding
udemy1_30131,esco_1837,0.5907,embedding
udemy1_19268,esco_595,0.5907,embedding
udemy1_35284,esco_221,0.5907,embedding
udemy1_26519,esco_1779,0.5907,embedding
udemy1_5674,esco_1878,0.5907,embedding
udemy1_835,esco_545,0.5907,embedding
udemy1_6099,esco_453,0.5907,embedding
udemy1_20206,esco_465,0.5907,embedding
udemy1_40627,esco_1482,0.5907,embedding
udemy1_14112,esco_137,0.5907,embedding
udemy1_27992,esco_1779,0.5907,embedding
udemy1_27477,esco_1779,0.5907,embedding
udemy1_8159,esco_1973,0.5907,embedding
udemy1_9239,esco_366,0.5907,embedding
udemy2_2264546,esco_256,0.5907,embedding
udemy1_28717,esco_1887,0.5907,embedding
udemy1_5545,esco_847,0.5907,embedding
udemy1_17305,esco_1313,0.5907,embedding
udemy1_39203,esco_120,0.5907,embedding
udemy2_2568078,esco_516,0.5907,embedding
udemy1_14877,esco_1827,0.5906,embedding
udemy1_37871,esco_1226,0.5906,embedding
udemy1_24338,esco_595,0.5906,embedding
udemy1_516,esco_224,0.5906,embedding
udemy1_13514,esco_9,0.5906,embedding
udemy1_12286,esco_9,0.5906,embedding
udemy1_16821,esco_1217,0.5906,embedding
udemy1_12245,esco_1217,0.5906,embedding
udemy1_9023,esco_545,0.5906,embedding
udemy1_7968,esco_1217,0.5906,embedding
udemy1_8810,esco_1374,0.5906,embedding
udemy2_3278402,esco_527,0.5906,embedding
udemy1_13256,esco_1340,0.5906,embedding
udemy1_14465,esco_1340,0.5906,embedding
udemy1_29550,esco_1949,0.5906,embedding
udemy1_11748,esco_938,0.5906,embedding
udemy1_7720,esco_1860,0.5906,embedding
udemy1_12010,esco_593,0.5906,embedding
udemy1_29333,esco_952,0.5906,embedding
udemy1_13862,esco_1722,0.5906,embedding
udemy1_33810,esco_1887,0.5906,embedding
udemy1_19082,esco_775,0.5906,embedding
udemy1_31021,esco_480,0.5906,embedding
udemy1_2697,esco_730,0.5906,embedding
udemy1_44538,esco_162,0.5906,embedding
udemy2_2952516,esco_783,0.5906,embedding
udemy1_3524,esco_847,0.5906,embedding
udemy2_1585118,esco_414,0.5906,embedding
udemy1_1138,esco_977,0.5906,embedding
udemy1_12983,esco_560,0.5906,embedding
udemy1_36858,esco_1576,0.5906,embedding
udemy1_29402,esco_1402,0.5906,embedding
udemy1_24691,esco_549,0.5906,embedding
udemy1_31872,esco_1023,0.5906,embedding
udemy1_31285,esco_1837,0.5906,embedding
udemy2_2422322,esco_778,0.5906,embedding
udemy1_18768,esco_7,0.5906,embedding
udemy1_30815,esco_1765,0.5906,embedding
udemy1_36910,esco_533,0.5906,embedding
udemy1_17163,esco_1340,0.5906,embedding
udemy2_2891890,esco_1385,0.5906,embedding
udemy2_3132536,esco_1304,0.5906,embedding
udemy1_34345,esco_1023,0.5906,embedding
udemy2_496928,esco_538,0.5906,embedding
udemy2_919540,esco_295,0.5906,embedding
udemy1_31061,esco_1023,0.5906,embedding
udemy2_2037938,esco_1979,0.5906,embedding
udemy1_41280,esco_1501,0.5906,embedding
udemy1_20077,esco_120,0.5906,embedding
udemy1_3581,esco_1262,0.5906,embedding
udemy1_43300,esco_915,0.5906,embedding
udemy1_7650,esco_237,0.5906,embedding
udemy1_28231,esco_1575,0.5906,embedding
udemy2_3302088,esco_414,0.5906,embedding
udemy1_42401,esco_84,0.5906,embedding
udemy1_33513,esco_193,0.5906,embedding
udemy1_11792,esco_996,0.5906,embedding
udemy1_6334,esco_949,0.5906,embedding
udemy2_919632,esco_207,0.5906,embedding
udemy2_1130954,esco_516,0.5906,embedding
udemy1_11012,esco_663,0.5906,embedding
udemy1_26506,esco_1136,0.5906,embedding
udemy1_36827,esco_1226,0.5906,embedding
udemy1_23256,esco_359,0.5906,embedding
udemy1_41636,esco_1549,0.5906,embedding
udemy1_40169,esco_1146,0.5906,embedding
udemy1_7397,esco_1076,0.5906,embedding
udemy1_29948,esco_443,0.5906,embedding
udemy1_6891,esco_517,0.5906,embedding
udemy1_15085,esco_137,0.5906,embedding
udemy1_24507,esco_456,0.5906,embedding
udemy1_33635,esco_1205,0.5906,embedding
udemy2_2656102,esco_1181,0.5906,embedding
udemy1_28443,esco_1425,0.5906,embedding
udemy1_6503,esco_362,0.5906,embedding
udemy1_25428,esco_685,0.5906,embedding
udemy1_396,esco_1735,0.5906,embedding
udemy1_16613,esco_9,0.5906,embedding
udemy1_30652,esco_952,0.5906,embedding
udemy1_42673,esco_934,0.5906,embedding
udemy2_1274694,esco_1925,0.5906,embedding
udemy1_14630,esco_563,0.5906,embedding
udemy1_43726,esco_626,0.5906,embedding
udemy2_2495968,esco_1065,0.5906,embedding
udemy1_41337,esco_1658,0.5906,embedding
udemy1_27762,esco_1600,0.5906,embedding
udemy1_38750,esco_120,0.5906,embedding
udemy1_39307,esco_1495,0.5906,embedding
udemy2_1876924,esco_527,0.5906,embedding
udemy1_26929,esco_1779,0.5906,embedding
udemy2_2530218,esco_836,0.5906,embedding
udemy2_2520532,esco_1261,0.5906,embedding
coursera_274,esco_797,0.5906,embedding
udemy1_16147,esco_1082,0.5906,embedding
udemy2_1957224,esco_1032,0.5906,embedding
udemy2_2594882,esco_172,0.5906,embedding
udemy1_22921,esco_862,0.5906,embedding
udemy1_5341,esco_1517,0.5906,embedding
udemy1_17457,esco_1810,0.5906,embedding
edx_479,esco_1552,0.5906,embedding
coursera_118,esco_312,0.5906,embedding
udemy1_5054,esco_757,0.5906,embedding
udemy2_1917818,esco_1878,0.5906,embedding
udemy2_2940168,esco_61,0.5906,embedding
udemy1_4946,esco_1463,0.5906,embedding
udemy2_2229862,esco_1583,0.5906,embedding
udemy1_12485,esco_1331,0.5906,embedding
udemy2_1528356,esco_450,0.5906,embedding
udemy1_34407,esco_1949,0.5906,embedding
udemy1_35383,esco_1776,0.5906,embedding
udemy1_14570,esco_9,0.5906,embedding
udemy1_5254,esco_1248,0.5906,embedding
udemy2_1824412,esco_1360,0.5906,embedding
udemy1_14079,esco_175,0.5906,embedding
udemy2_3206341,esco_956,0.5906,embedding
udemy1_10921,esco_1827,0.5906,embedding
edx_477,esco_1718,0.5906,embedding
udemy1_21277,esco_810,0.5906,embedding
udemy2_2145944,esco_172,0.5906,embedding
udemy1_6379,esco_978,0.5906,embedding
udemy1_30686,esco_1221,0.5906,embedding
udemy1_10319,esco_1260,0.5906,embedding
udemy1_12073,esco_945,0.5906,embedding
udemy1_32577,esco_482,0.5906,embedding
udemy1_32890,esco_1517,0.5906,embedding
udemy2_1343678,esco_1664,0.5906,embedding
udemy1_8731,esco_861,0.5906,embedding
udemy2_1321246,esco_1923,0.5906,embedding
udemy1_31402,esco_1703,0.5906,embedding
udemy2_2320398,esco_652,0.5906,embedding
udemy1_11705,esco_1391,0.5906,embedding
udemy1_20157,esco_357,0.5906,embedding
udemy1_43851,esco_1955,0.5906,embedding
udemy2_2774646,esco_1304,0.5906,embedding
udemy2_2495064,esco_228,0.5906,embedding
udemy1_4,esco_1475,0.5906,embedding
udemy1_19223,esco_1229,0.5905,embedding
udemy2_18573,esco_138,0.5905,embedding
udemy1_27165,esco_443,0.5905,embedding
udemy2_2204096,esco_191,0.5905,embedding
coursera_323,esco_703,0.5905,embedding
udemy1_10024,esco_1955,0.5905,embedding
udemy1_33713,esco_952,0.5905,embedding
udemy2_2739050,esco_1394,0.5905,embedding
udemy2_3074966,esco_396,0.5905,embedding
udemy1_33932,esco_430,0.5905,embedding
udemy1_8797,esco_332,0.5905,embedding
udemy1_35993,esco_1385,0.5905,embedding
udemy1_30295,esco_1260,0.5905,embedding
udemy1_21972,esco_775,0.5905,embedding
udemy1_36694,esco_1394,0.5905,embedding
udemy2_1456380,esco_21,0.5905,embedding
udemy1_2208,esco_545,0.5905,embedding
udemy2_2131164,esco_240,0.5905,embedding
udemy2_2609452,esco_967,0.5905,embedding
udemy1_25020,esco_277,0.5905,embedding
udemy1_1300,esco_1388,0.5905,embedding
udemy1_6405,esco_1803,0.5905,embedding
udemy1_27632,esco_1136,0.5905,embedding
udemy1_19182,esco_595,0.5905,embedding
udemy1_30071,esco_1837,0.5905,embedding
udemy1_15587,esco_1082,0.5905,embedding
udemy1_2983,esco_1305,0.5905,embedding
udemy1_29569,esco_1023,0.5905,embedding
udemy1_27578,esco_193,0.5905,embedding
udemy1_28953,esco_240,0.5905,embedding
udemy1_30065,esco_1892,0.5905,embedding
udemy2_2788322,esco_414,0.5905,embedding
udemy1_23124,esco_1096,0.5905,embedding
udemy1_13149,esco_1464,0.5905,embedding
edx_172,esco_463,0.5905,embedding
udemy1_26750,esco_641,0.5905,embedding
udemy1_30508,esco_1023,0.5905,embedding
edx_35,esco_1753,0.5905,embedding
udemy2_1185170,esco_530,0.5905,embedding
udemy2_2503202,esco_228,0.5905,embedding
udemy1_25502,esco_1076,0.5905,embedding
udemy1_1355,esco_941,0.5905,embedding
udemy1_11294,esco_1594,0.5905,embedding
udemy1_41529,esco_11,0.5905,embedding
udemy2_1922032,esco_527,0.5905,embedding
udemy1_18545,esco_1340,0.5905,embedding
edx_672,esco_593,0.5905,embedding
udemy1_34427,esco_1496,0.5905,embedding
udemy1_15365,esco_1579,0.5905,embedding
udemy1_6772,esco_730,0.5905,embedding
udemy1_8099,esco_1261,0.5905,embedding
udemy1_41387,esco_252,0.5905,embedding
udemy1_17969,esco_923,0.5905,embedding
udemy1_14974,esco_1082,0.5905,embedding
udemy1_29537,esco_1949,0.5905,embedding
udemy1_23103,esco_120,0.5905,embedding
udemy2_622228,esco_355,0.5905,embedding
udemy1_19514,esco_306,0.5905,embedding
udemy1_21461,esco_120,0.5905,embedding
udemy2_2214650,esco_970,0.5905,embedding
udemy1_1910,esco_1664,0.5905,embedding
udemy1_41509,esco_1955,0.5905,embedding
udemy1_24070,esco_662,0.5905,embedding
coursera_579,esco_1751,0.5905,embedding
udemy1_28189,esco_1887,0.5905,embedding
udemy1_27729,esco_1313,0.5905,embedding
udemy1_16836,esco_1082,0.5905,embedding
udemy1_25753,esco_1023,0.5905,embedding
udemy1_30386,esco_1489,0.5905,embedding
udemy2_1952346,esco_1065,0.5905,embedding
udemy1_15186,esco_1588,0.5905,embedding
udemy2_2297652,esco_1878,0.5905,embedding
udemy1_32842,esco_178,0.5905,embedding
udemy1_25826,esco_1835,0.5905,embedding
udemy1_40004,esco_1082,0.5905,embedding
udemy1_34297,esco_1612,0.5905,embedding
udemy2_2857966,esco_900,0.5905,embedding
udemy1_7362,esco_295,0.5905,embedding
udemy2_1335332,esco_1936,0.5905,embedding
udemy1_2815,esco_922,0.5905,embedding
udemy1_4906,esco_900,0.5905,embedding
udemy1_4520,esco_1174,0.5905,embedding
udemy1_18060,esco_1262,0.5905,embedding
udemy1_21551,esco_775,0.5905,embedding
udemy1_7170,esco_1217,0.5905,embedding
udemy1_24761,esco_1399,0.5905,embedding
udemy1_31839,esco_201,0.5905,embedding
udemy1_25373,esco_1172,0.5905,embedding
udemy1_19606,esco_120,0.5905,embedding
udemy1_37761,esco_1164,0.5905,embedding
udemy1_6023,esco_362,0.5905,embedding
udemy1_34351,esco_178,0.5905,embedding
udemy1_20754,esco_1229,0.5905,embedding
udemy1_2098,esco_243,0.5905,embedding
udemy2_1304276,esco_1159,0.5905,embedding
udemy1_27911,esco_1837,0.5905,embedding
udemy1_30898,esco_717,0.5905,embedding
udemy1_34175,esco_952,0.5905,embedding
udemy1_32403,esco_1023,0.5905,embedding
udemy1_42563,esco_1352,0.5905,embedding
udemy1_36937,esco_623,0.5905,embedding
udemy1_5849,esco_445,0.5905,embedding
udemy1_44171,esco_945,0.5905,embedding
udemy2_2691698,esco_1033,0.5905,embedding
udemy1_16529,esco_1340,0.5905,embedding
udemy1_6664,esco_66,0.5905,embedding
udemy1_30588,esco_1340,0.5905,embedding
udemy1_34038,esco_277,0.5905,embedding
udemy1_28753,esco_482,0.5905,embedding
udemy1_2910,esco_295,0.5905,embedding
udemy2_1111272,esco_20,0.5905,embedding
udemy2_2599968,esco_244,0.5905,embedding
udemy2_3263444,esco_941,0.5905,embedding
udemy1_32970,esco_1887,0.5905,embedding
udemy2_446988,esco_207,0.5905,embedding
udemy1_682,esco_1517,0.5905,embedding
udemy2_455794,esco_1751,0.5905,embedding
udemy1_37039,esco_9,0.5905,embedding
udemy1_26771,esco_1399,0.5905,embedding
udemy1_14290,esco_1340,0.5905,embedding
udemy1_44346,esco_1718,0.5905,embedding
udemy1_25359,esco_389,0.5905,embedding
udemy1_11868,esco_1827,0.5905,embedding
udemy1_10923,esco_945,0.5905,embedding
udemy1_7790,esco_1765,0.5905,embedding
udemy2_656870,esco_1910,0.5905,embedding
udemy2_973202,esco_191,0.5905,embedding
udemy1_31368,esco_1313,0.5905,embedding
udemy2_186556,esco_492,0.5905,embedding
udemy2_3134982,esco_1304,0.5905,embedding
udemy1_26294,esco_1149,0.5905,embedding
udemy1_32888,esco_1391,0.5905,embedding
udemy2_1538664,esco_20,0.5905,embedding
udemy2_1943054,esco_1762,0.5905,embedding
udemy1_40870,esco_1955,0.5905,embedding
udemy2_2447304,esco_1455,0.5905,embedding
edx_347,esco_194,0.5904,embedding
udemy1_41018,esco_11,0.5904,embedding
udemy2_1111068,esco_1843,0.5904,embedding
udemy1_14105,esco_1717,0.5904,embedding
udemy2_1371366,esco_1076,0.5904,embedding
udemy1_17454,esco_1940,0.5904,embedding
udemy1_23868,esco_1380,0.5904,embedding
udemy1_34598,esco_1260,0.5904,embedding
udemy2_2938226,esco_1386,0.5904,embedding
udemy2_1503364,esco_516,0.5904,embedding
udemy2_2883302,esco_992,0.5904,embedding
coursera_484,esco_707,0.5904,embedding
udemy1_10934,esco_487,0.5904,embedding
udemy2_1841312,esco_789,0.5904,embedding
udemy2_2398338,esco_176,0.5904,embedding
